"Sample","QueryID","SubjectID","Identity","Evalue","Bitscore","AlignmentLength","Coverage","Species","Cancer_Association","Mechanism","Evidence_Level","Relevance_Level","Confidence"
"ES03RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_5921","NC_022518",100,1.66e-72,274,148,148,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES03RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_5921","NC_022518",100,1.66e-72,274,148,148,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"HT03RTmix_EKRN25H000089-1A_22TV32LT4_L4.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_6364","NC_022518",100,1.69e-72,274,148,148,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"HT03RTmix_EKRN25H000089-1A_22TV32LT4_L4.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_6364","NC_022518",100,1.69e-72,274,148,148,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_11438","NC_006273",99.333,6.08e-72,272,150,148.9995,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34130","NC_006273",100,6.03e-72,272,147,147,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_63336","NC_006273",99.329,2.17e-71,270,149,148.00021,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_63338","NC_006273",99.329,2.17e-71,270,149,148.00021,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_8930","NC_006273",99.329,2.17e-71,270,149,148.00021,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34128","NC_006273",99.329,2.17e-71,270,149,148.00021,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34132","NC_006273",99.329,2.17e-71,270,149,148.00021,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17629","NC_022518",99.329,2.17e-71,270,149,148.00021,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17629","NC_022518",99.329,2.17e-71,270,149,148.00021,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES03RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_5921","NC_022518",99.324,7.74e-71,268,148,146.99952,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES03RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_5921","NC_022518",99.324,7.74e-71,268,148,146.99952,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_8931","NC_006273",100,7.55e-71,268,145,145,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17495","NC_022518",98.667,2.83e-70,267,150,148.0005,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17495","NC_022518",98.667,2.83e-70,267,150,148.0005,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17495","NC_022518",98.667,2.83e-70,267,150,148.0005,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17495","NC_022518",98.667,2.83e-70,267,150,148.0005,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_6482","NC_022518",98.667,2.83e-70,267,150,148.0005,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_6482","NC_022518",98.667,2.83e-70,267,150,148.0005,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_6482","NC_022518",98.667,2.83e-70,267,150,148.0005,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_6482","NC_022518",98.667,2.83e-70,267,150,148.0005,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_7791","NC_022518",98.667,2.83e-70,267,150,148.0005,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_7791","NC_022518",98.667,2.83e-70,267,150,148.0005,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_7791","NC_022518",98.667,2.83e-70,267,150,148.0005,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_7791","NC_022518",98.667,2.83e-70,267,150,148.0005,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34129","NC_006273",98.658,1.01e-69,265,149,147.00042,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34133","NC_006273",98.658,1.01e-69,265,149,147.00042,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34134","NC_006273",98.658,1.01e-69,265,149,147.00042,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34135","NC_006273",98.658,1.01e-69,265,149,147.00042,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34137","NC_006273",98.658,1.01e-69,265,149,147.00042,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_35101","NC_022518",98.658,1.01e-69,265,149,147.00042,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_35101","NC_022518",98.658,1.01e-69,265,149,147.00042,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_35101","NC_022518",98.658,1.01e-69,265,149,147.00042,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_35101","NC_022518",98.658,1.01e-69,265,149,147.00042,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"HT02RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_4392","NC_022518",98.658,1.01e-69,265,149,147.00042,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"HT02RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_4392","NC_022518",98.658,1.01e-69,265,149,147.00042,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_14142","NC_022518",98.658,1.01e-69,265,149,147.00042,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_14142","NC_022518",98.658,1.01e-69,265,149,147.00042,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_14142","NC_022518",98.658,1.01e-69,265,149,147.00042,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_14142","NC_022518",98.658,1.01e-69,265,149,147.00042,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17629","NC_022518",98.658,1.01e-69,265,149,147.00042,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17629","NC_022518",98.658,1.01e-69,265,149,147.00042,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_39794","NC_022518",98,1.32e-68,261,150,147,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_39794","NC_022518",98,1.32e-68,261,150,147,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_39794","NC_022518",98,1.32e-68,261,150,147,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_39794","NC_022518",98,1.32e-68,261,150,147,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17494","NC_022518",98,1.32e-68,261,150,147,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17494","NC_022518",98,1.32e-68,261,150,147,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17494","NC_022518",98,1.32e-68,261,150,147,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17494","NC_022518",98,1.32e-68,261,150,147,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_11439","NC_006273",98,1.32e-68,261,150,147,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_81916","NC_006273",98.026,1.31e-68,261,152,148.99952,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112300","NC_022518",97.973,1.7e-67,257,148,145.00004,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112300","NC_022518",97.973,1.7e-67,257,148,145.00004,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_5806","NC_022518",97.333,6.12e-67,255,150,145.9995,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_5806","NC_022518",97.333,6.12e-67,255,150,145.9995,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_37377","NC_022518",97.333,6.12e-67,255,150,145.9995,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_37377","NC_022518",97.333,6.12e-67,255,150,145.9995,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_37377","NC_022518",97.333,6.12e-67,255,150,145.9995,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_37377","NC_022518",97.333,6.12e-67,255,150,145.9995,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_62593","NC_022518",97.333,6.12e-67,255,150,145.9995,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_62593","NC_022518",97.333,6.12e-67,255,150,145.9995,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_62593","NC_022518",97.333,6.12e-67,255,150,145.9995,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_62593","NC_022518",97.333,6.12e-67,255,150,145.9995,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_65510","NC_022518",97.315,2.2e-66,254,149,144.99935,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_65510","NC_022518",97.315,2.2e-66,254,149,144.99935,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_20511","NC_006273",97.333,2.2e-66,254,150,145.9995,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_81915","NC_006273",97.351,2.17e-66,254,151,147.00001,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_8933","NC_006273",97.315,2.18e-66,254,149,144.99935,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112298","NC_022518",97.297,7.92e-66,252,148,143.99956,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112298","NC_022518",97.297,7.92e-66,252,148,143.99956,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112299","NC_022518",97.297,7.92e-66,252,148,143.99956,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112299","NC_022518",97.297,7.92e-66,252,148,143.99956,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112313","NC_022518",97.297,7.92e-66,252,148,143.99956,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112313","NC_022518",97.297,7.92e-66,252,148,143.99956,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"HT02RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_12115","NC_022518",97.297,7.79e-66,252,148,143.99956,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"HT02RT.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_12115","NC_022518",97.297,7.79e-66,252,148,143.99956,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_5806","NC_022518",96.667,2.85e-65,250,150,145.0005,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_1_classified_virus_90pct_coverage_filtered_hits","contig_5806","NC_022518",96.667,2.85e-65,250,150,145.0005,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_82448","NC_022518",96.667,2.85e-65,250,150,145.0005,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_82448","NC_022518",96.667,2.85e-65,250,150,145.0005,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112312","NC_022518",97.279,2.83e-65,250,147,143.00013,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_112312","NC_022518",97.279,2.83e-65,250,147,143.00013,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES03RB_L6.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_27748","NC_022518",97.917,2.71e-65,250,144,141.00048,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"ES03RB_L6.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_27748","NC_022518",97.917,2.71e-65,250,144,141.00048,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
"ES05RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_34136","NC_006273",97.279,2.83e-65,250,147,143.00013,"Human papillomavirus 33","Cervical cancer; Anogenital cancers","Viral DNA integration; E6/E7 oncoproteins; DNA damage","IARC 2A","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17630","NC_022518",97.917,2.78e-65,250,144,141.00048,"Human endogenous retrovirus K","Breast cancer; Prostate cancer","Endogenous retroviral activation; Immune modulation","Emerging Strong","2_Strong","Medium"
"HT02RT.unmapped_2_classified_virus_90pct_coverage_filtered_hits","contig_17630","NC_022518",97.917,2.78e-65,250,144,141.00048,"Mouse mammary tumor virus-like","Breast cancer (experimental model)","Retroviral integration; Hormone receptor modulation","Experimental Strong","2_Strong","Medium"
