"Sample","QueryID","SubjectID","Identity","Evalue","Bitscore","AlignmentLength","Coverage","Species","Cancer_Association","Mechanism","Evidence_Level","Relevance_Level","Confidence"
"ES05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_15446","NZ_FKXF01000023",100,2.33e-73,278,150,150,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_26974","NZ_FKXL01000017",100,2.33e-73,278,150,150,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_26974","NZ_FKWV01000005",100,2.33e-73,278,150,150,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_26974","NZ_FKXF01000023",100,2.33e-73,278,150,150,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT03RTmix_EKRN25H000089-1A_22TV32LT4_L4.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_2200","NZ_JAUEHL010000030",100,2.33e-73,278,150,150,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Medium"
"HT03RTmix_EKRN25H000089-1A_22TV32LT4_L4.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_4745","NZ_JAUEHL010000030",100,2.33e-73,278,150,150,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_16628","NZ_FKXL01000017",100,2.33e-73,278,150,150,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_16628","NZ_FKWV01000005",100,2.33e-73,278,150,150,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_16628","NZ_FKXF01000023",100,2.33e-73,278,150,150,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES01RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_85152","NZ_JAUEHL010000030",100,8.32e-73,276,149,149,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_23030","NZ_FKXL01000017",100,8.32e-73,276,149,149,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_23030","NZ_FKWV01000005",100,8.32e-73,276,149,149,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_23030","NZ_FKXF01000023",100,8.32e-73,276,149,149,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_18923","NZ_FKXL01000017",100,8.32e-73,276,149,149,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_18923","NZ_FKWV01000005",100,8.32e-73,276,149,149,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_18923","NZ_FKXF01000023",100,8.32e-73,276,149,149,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71956","NZ_MLWD01000035",100,8.32e-73,276,149,149,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71956","NZ_MLXP01000026",100,8.32e-73,276,149,149,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71956","NZ_MLUB01000021",100,8.32e-73,276,149,149,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71956","NZ_MLTT01000022",100,8.32e-73,276,149,149,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71956","NZ_MLRM01000021",100,8.32e-73,276,149,149,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71956","NZ_MLRF01000022",100,8.32e-73,276,149,149,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"HT07RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_7155","NZ_MLWD01000035",100,8.32e-73,276,149,149,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_51610","NZ_MLWD01000035",99.333,1.09e-71,272,150,148.9995,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_51610","NZ_MLXP01000026",99.333,1.09e-71,272,150,148.9995,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_51610","NZ_MLTT01000022",99.333,1.09e-71,272,150,148.9995,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_51610","NZ_MLRF01000022",99.333,1.09e-71,272,150,148.9995,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_51611","NZ_MLUB01000021",99.333,1.09e-71,272,150,148.9995,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_51611","NZ_MLRM01000021",99.333,1.09e-71,272,150,148.9995,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_9864","NZ_FKXL01000017",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_9864","NZ_FKWV01000005",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_9864","NZ_FKXF01000023",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_15447","NZ_FKXL01000017",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_15447","NZ_FKWV01000005",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_15447","NZ_FKXF01000023",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT05RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_16455","NZ_FNOE01000002",99.333,1.09e-71,272,150,148.9995,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_10727","NZ_FKXL01000017",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_10727","NZ_FKWV01000005",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_10727","NZ_FKXF01000023",99.333,1.09e-71,272,150,148.9995,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_23031","NZ_FKXL01000017",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_23031","NZ_FKWV01000005",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_23031","NZ_FKXF01000023",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_18924","NZ_FKXL01000017",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_18924","NZ_FKWV01000005",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_18924","NZ_FKXF01000023",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71953","NZ_MLWD01000035",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71953","NZ_MLXP01000026",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71953","NZ_MLUB01000021",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71953","NZ_MLTT01000022",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71953","NZ_MLRM01000021",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71953","NZ_MLRF01000022",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71954","NZ_MLWD01000035",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71954","NZ_MLXP01000026",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71954","NZ_MLUB01000021",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71954","NZ_MLTT01000022",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71954","NZ_MLRM01000021",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71954","NZ_MLRF01000022",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71955","NZ_MLWD01000035",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71955","NZ_MLXP01000026",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71955","NZ_MLUB01000021",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71955","NZ_MLTT01000022",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71955","NZ_MLRM01000021",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71955","NZ_MLRF01000022",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71958","NZ_MLWD01000035",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71958","NZ_MLXP01000026",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71958","NZ_MLUB01000021",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71958","NZ_MLTT01000022",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71958","NZ_MLRM01000021",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_71958","NZ_MLRF01000022",99.329,3.87e-71,270,149,148.00021,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_27036","NZ_FKXL01000017",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_27036","NZ_FKWV01000005",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT06RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_27036","NZ_FKXF01000023",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT07RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_7153","NZ_MLWD01000035",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"HT07RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_7154","NZ_MLWD01000035",99.333,3.87e-71,270,150,148.9995,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"HT07RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_7156","NZ_MLWD01000035",99.329,3.87e-71,270,149,148.00021,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Medium"
"HT07RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_4059","NZ_FKXL01000017",100,3.84e-71,270,146,146,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT07RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_4059","NZ_FKWV01000005",100,3.84e-71,270,146,146,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT07RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_4059","NZ_FKXF01000023",100,3.84e-71,270,146,146,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT07RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_4020","NZ_FKXL01000017",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT07RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_4020","NZ_FKWV01000005",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT07RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_4020","NZ_FKXF01000023",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT07RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_4021","NZ_FKXL01000017",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
"HT07RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_4021","NZ_FKWV01000005",99.329,3.87e-71,270,149,148.00021,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Medium"
